0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
1.0,0.0,3.454947484798231e-05,0.00021507048575777064,0.026055033018367403,-3.454947484798243e-05,0.28801573325826135,0.4999443363807517,5.764882121177998e-06,14027.0,688.6416971683502,0.3716961217558005,2.4814814814814814,1.0,0.48462548369264785,0.00015650817440424807,2.3463107649347696e-07,1.6841348913318497e-11,6.497728736149067e-13,2.1494670982296503e-24,3.1474174133972203e-16,-3.3060778616876836e-38,63.44701068109298,159.06482551016853,124.0381154972798,112.43211172949685,1.375364128173117,2.847387027897372,2.1928093178964985,2.290489691623789,0.779076072837828,0.6978457509384184,0.7564126469178807,0.701642198011875,0.5044551478577549,0.49148582969834975,0.49692160437823607,0.4949065645469445,0.9827646917035898,0.9567964032916308,0.9663075720405678,0.9694612171799848,0.25447499620018943,0.24155832079427525,0.2469310808978402,0.2449325076316589,0.9109970342488909,470.30740625432543,0.06530507712097933,0.12553859572612297,85.55245529873528,7248.339145519698,6.489445283418766,114.6347230702137,6.489445283418766,63.44701068109298,159.06482551016853,124.0381154972798,112.43211172949685,0.008015478164731896,0.027743228302929794,0.01568546158098397,0.053758982863460474,0.06080707573244887,0.12054311774461028,0.051305970149253734,0.03544776119402985,0.589690436705362,0.03700248756218905,23.369037803889235,42.60723452052344,95.2626568031924,55.899509664911626,96.37460609355607,95.2626568031924,50.22326885021234,12.180040705227455,29.640832184934695,23.003524046434496,42.11777915975677,94.19713930348259,55.34359452736319,95.36760641238253,94.19713930348259,49.672954671089,139.89075456053067,98.73403814262024,1840.4034517312705,0.02846330293091773,-1.9878477890343698,0.762,5467.475,19793.453,274.893,2.627
1.0,0.0,4.455533772945998e-05,0.00031013948478392076,0.03874108867564248,-2.2277668864717963e-05,0.2885568693341283,0.4999950134464659,4.769349780297769e-06,15118.0,518.9015827178955,0.7055604268930173,1.4596774193548387,1.0,0.6735875957939761,0.0004766825325332089,1.5650918224374372e-08,2.784057800513294e-12,1.8136181920058451e-12,-4.075284370910375e-24,2.2689021914667263e-16,3.783622441709238e-38,53.96563620071679,96.88604336043345,76.02308763419131,88.16336946702795,2.065098566308246,3.2029358626919575,2.49714773390828,3.085772357723579,0.6033721756439498,0.5191598104801975,0.5845782620484974,0.5211939605418229,0.3150079760685949,0.3038915888946036,0.31069814775971655,0.30486368195263736,0.9747981214575173,0.9543827131452493,0.9644221313641445,0.9584891209880958,0.09923002498683244,0.09235009780088678,0.09653333902131865,0.09294186457371881,0.9581163465067609,331.84470502979593,-2.4008467268414995,0.0772875099872838,96.81974500073146,4184.146772846087,8.265820042640165,78.70552423393313,8.265820042640165,53.96563620071679,96.88604336043345,76.02308763419131,88.16336946702795,0.018846907859561574,0.04780787738371057,0.032659062555694174,0.08322937087863126,0.10341293887007663,0.1291659240777045,0.07476385671003387,0.05507039743361255,0.39373551951523794,0.061308144715736944,15.16524797035955,33.05223724651861,78.90016211623993,51.77714380121931,96.62372062091394,78.90016211623993,39.559105425043654,11.373886385934723,26.496349019268354,21.61076456959544,48.25343076100517,115.78426305471396,76.0973979682766,141.79406522901445,115.78426305471396,57.930894671181605,144.41868650864373,89.17554803065407,1076.9036715563616,-0.7543429070358073,-1.3821945603455663,0.175,14123.018,14818.085,55.27,1.603
1.0,0.0,0.00024050024050024056,0.0012678617160572726,0.0742429143769926,-5.126570965080088e-18,0.29101782436061663,0.499785476741781,2.3319593392666108e-05,3223.0,220.16652059555054,0.8355407032573311,0.9545454545454546,1.0,0.7751322751322751,0.0012451564838740238,6.819135430451989e-08,2.0458309199101357e-12,1.1155119398823129e-11,-5.329005932467713e-23,2.912989243814414e-15,-2.204051907791789e-36,101.7798142717499,142.4600496277915,97.02393162393179,113.62282878411912,3.1517595307918005,4.4466501240694845,3.187545787545781,3.919602977667503,0.5198953919008441,0.4172166442958599,0.5099446470584964,0.42982142733631873,0.20406269563472335,0.18696969968984067,0.20405863956190587,0.1900067259147375,0.9230372862608213,0.8887150510775615,0.9265510726094066,0.9115914879501441,0.04164158374970974,0.03495766860210921,0.04163992837985581,0.03610255589283818,0.9758879659594137,1329.540386842136,-11.68391587652075,0.046039268788083954,104.5173878254447,2487.197688061754,8.742237975790513,113.60928171354712,8.742237975790513,101.7798142717499,142.4600496277915,97.02393162393179,113.62282878411912,0.023088023088023088,0.05868205868205868,0.042328042328042326,0.10726310726310727,0.10870610870610871,0.14333814333814335,0.07696007696007696,0.06132756132756133,0.29485329485329487,0.08345358345358346,10.75676673660722,26.09259823639953,65.70568609912073,44.55488618467394,86.48967632668203,65.70568609912073,31.736642697633528,10.112648546550515,22.880673796461753,20.395382395382395,51.53992303992304,130.62530062530064,88.68229918229918,171.93025493025493,130.62530062530064,62.848725348725345,148.03246753246754,82.47065897065897,679.590067282227,-1.4319363208258862,0.1434712304399608,0.536,3213.056,1888.649,40.758,1.644
1.0,0.0,0.0007127583749109052,0.003497605584523993,0.12298298940084437,6.330566070563972e-19,0.29045388926270765,0.49981786827238395,0.00012771097223095526,1122.5,145.8406196832657,0.6631918976681893,2.652173913043478,1.0,0.800071275837491,0.0015174665754912125,4.530417740110926e-11,1.032637100367142e-16,1.758224658829633e-12,-2.3691110159322283e-26,1.1834324982944515e-17,3.1604325044996194e-38,148.95869565217404,252.8287878787877,234.649031296572,237.44848484848453,3.1007246376811572,5.125757575757579,4.513412816691512,4.978787878787882,0.6015464588577799,0.4407177544246815,0.5101273455542888,0.44240558709690037,0.17920100856378954,0.14529268140224472,0.16234153640710838,0.14745312557699228,0.901424151978584,0.8203997453978716,0.8430853966020476,0.8313942734427489,0.03211300147027937,0.021109963269054188,0.026354774443020496,0.02174242424242425,0.9652507062035457,7414.123704438239,-53.29489870154573,0.03338306602014174,135.06602014173816,2685.7043321279048,8.689056959777274,217.7597911227154,8.689056959777274,148.95869565217404,252.8287878787877,234.649031296572,237.44848484848453,0.02565930149679259,0.05773342836778332,0.037776193870277974,0.09764789736279401,0.10620099786172488,0.19529579472558803,0.07198859586600143,0.0541696364932288,0.2851033499643621,0.0684248039914469,14.08945434456707,28.090900580862193,66.90991388188428,40.18204018843427,72.9298886419471,66.90991388188428,33.70639193085921,9.89729088143102,22.047990057225363,32.29080541696365,65.59729151817534,157.81895937277264,94.95937277263008,172.0983606557377,157.81895937277264,79.21596578759801,150.56521739130434,76.11404133998575,797.544948229763,-1.8752116965311934,1.6308522638558491,0.522,1730.992,3186.532,38.476,0.907
1.0,0.0,1.6651957437596785e-05,0.00012106401951025881,0.0212326226264199,-5.0877287791924315e-18,0.28817719441553785,0.4999996758731117,1.0157088705443826e-06,29797.0,1020.0630509853363,0.35985568789297506,2.3167701863354035,1.0,0.49617837576807156,0.00024280083334048147,1.233268778579894e-06,3.772396082047693e-11,6.011856164758963e-12,9.053604415946771e-23,6.676324695651471e-15,4.378716456813021e-36,49.27397649101713,109.74153225806445,83.51704088471841,83.01596102150539,1.2847959660722612,2.31522177419355,1.7333947721179617,1.9949596774193559,0.7670068900881238,0.6963687714733461,0.7559198571693407,0.698444760100855,0.49650923516789,0.4878264954410845,0.4920698906579394,0.48980183750384965,0.9862994093086757,0.9694840103990797,0.9767762113214891,0.9769151882049028,0.24652142060700305,0.2379746896543304,0.24213277729211644,0.23990584002214754,0.9304629362192776,217.12868154749788,-0.03848450110589847,0.12347241546946507,85.75382629540844,7111.132280675709,6.641195440380119,81.33849093926541,6.641195440380119,49.27397649101713,109.74153225806445,83.51704088471841,83.01596102150539,0.010074434249746057,0.02899105789885601,0.015336452800026643,0.052270494396616324,0.056766522904767455,0.11781259887099729,0.049872612525602385,0.03819959036184704,0.5893793815463008,0.04129685444524004,22.671793010467294,42.461154968817496,93.97424674675787,55.734698561327555,96.9259371108546,93.97424674675787,49.80514135759813,11.648571343371115,29.15135216659616,22.68106505919771,42.69322098812715,94.53282933408822,56.13636287945648,97.58165287329525,94.53282933408822,50.09703095598888,139.62396549714418,98.69303781659534,1798.201648762067,-0.0034962971569521112,-1.985445393750996,0.828,9560.531,32348.701,477.074,3.022
1.0,0.0,3.073518564052126e-05,0.00019989390287753763,0.02701822759538128,-3.073518564052443e-05,0.2882296892350504,0.4999668909373344,2.336676747806507e-06,17597.0,717.1858534812927,0.42991744596565984,0.8469387755102041,1.0,0.5408470617162527,0.0009280460069121657,5.956809354580549e-06,8.650951500172537e-09,1.1371321445371214e-09,3.5665502163391996e-18,2.7753501721313748e-12,-6.933347799794049e-33,44.90432900432902,66.3189121989122,43.982360210070986,62.926278166278124,1.6191713048855891,2.3226418026418,1.66156935434044,2.2780108780108748,0.7101545988659957,0.6453762825657058,0.7014409091785843,0.6438542720741298,0.44679437502404284,0.4413920196572719,0.44793927962008573,0.4418301133784066,0.9775938698465556,0.9668963443982863,0.9780663248193686,0.9685904889999646,0.19962521355312504,0.19482691501712546,0.20064959822656134,0.19521384908797565,0.9652485101878464,130.77882635403708,-0.37051646789613724,0.11105687277235395,70.19463040446304,3953.518007739581,7.148017677846496,54.504718735471876,7.148017677846496,44.90432900432902,66.3189121989122,43.982360210070986,62.926278166278124,0.013154659454143102,0.035929432013769365,0.022467420703221046,0.06110154905335628,0.0713978362429309,0.11359724612736662,0.05237275633144824,0.04192279321367101,0.5423223506269977,0.045733956233095646,13.795161278134342,31.302859909762866,80.3924297379683,55.67725146557875,105.56588959081459,80.3924297379683,38.520500898502014,12.865039008935156,28.242309601671277,14.968865256946152,34.48340299975412,88.8310794197197,61.632222768625525,116.78030489304156,88.8310794197197,42.49216252766167,142.18376567494468,96.77089992623556,1002.9424398932523,-0.17789016301298258,-1.9337591838686277,0.691,9571.343,10418.82,155.623,2.579
1.0,0.0,4.706325301204819e-05,0.00032482561819505287,0.03847293883859935,-2.353162650602443e-05,0.2904628288861294,0.49997186280061123,7.733265687799317e-06,13560.5,481.9726504087448,0.7335686743934673,1.296875,1.0,0.6382012424698795,0.00025873840503298296,3.238196953307265e-08,7.431685383248025e-12,3.866665265242683e-12,2.0727576348879835e-23,6.958060602928537e-16,4.848914197141936e-38,83.81709280303026,110.89267477928892,110.62873541409743,147.05101407778554,1.931676136363636,2.630589358148409,2.2407266862726503,3.035170603674543,0.6774733562245425,0.6014018884865886,0.6839614534577599,0.5996335390667806,0.3521503700118175,0.34379516002406396,0.3499798407006843,0.3414454754044295,0.9773560396633951,0.9698760457377168,0.9700746227839739,0.9600483341253012,0.12400988309945997,0.11819511205597176,0.12248588889687634,0.11658501267415686,0.960496898224883,899.0472378867001,-4.630275371057395,0.08627782004945786,117.65465094160167,7266.3270199323715,7.702503250897696,113.03621361993532,7.702503250897696,83.81709280303026,110.89267477928892,110.62873541409743,147.05101407778554,0.012895331325301206,0.03967432228915663,0.023343373493975902,0.06937123493975904,0.07379518072289157,0.15375564759036145,0.06899472891566265,0.04800451807228916,0.45689006024096385,0.05327560240963856,23.399363985978713,43.8918324032027,90.78858279088942,52.96802601527474,90.74061251772706,90.78858279088942,50.31049158337876,9.65932277207266,26.749474479868038,31.48112763554217,59.34450301204819,123.04518072289157,71.83796121987952,122.98310429216868,123.04518072289157,68.10405685240964,140.9176393072289,91.7726374246988,1858.3807095181419,-0.6030562356330961,-1.6147526095134752,1.067,643.358,2063.789,1489.063,9.303
1.0,0.0,5.1535765821480104e-05,0.00033350089899621604,0.035993296621818265,-5.218116875170804e-18,0.2894150754811332,0.4999845767052934,4.510532982255016e-06,11170.5,507.0609630346298,0.5459616317203574,1.97979797979798,1.0,0.5756802721088435,6.025804537508706e-05,1.0018660764147989e-07,2.3193090211392972e-10,4.599908990058069e-12,1.5024608606447364e-22,1.4559755262819424e-15,0.0,75.28717948717937,117.90957613814746,130.06575385256136,174.71051805337547,1.6962962962962955,2.5264259549973835,2.3119012911286947,3.160753532182101,0.7195613769842798,0.6361749315595058,0.7057176706300798,0.6329981194190374,0.4130725195748613,0.4040254103705558,0.4079119905430948,0.4004831455600452,0.9813620948516434,0.9707666891171058,0.9678159940994687,0.9566797014059847,0.17062890642792417,0.163236532225096,0.16639219202882988,0.16038674987766835,0.9190665877558105,955.4913877112668,-3.34516523251902,0.10201608173797454,108.00271069813509,7944.3478482031815,7.2316077116100805,124.37532743408964,7.2316077116100805,75.28717948717937,117.90957613814746,130.06575385256136,174.71051805337547,0.011131725417439703,0.03452896310039167,0.021181199752628325,0.06467738610595754,0.06977942692228406,0.14600082457225314,0.0603483817769532,0.04179550608122037,0.5047928262213977,0.045763760049474335,24.45900084995928,44.79547225495448,100.55428645282173,55.05826897401062,95.22704925981212,100.55428645282173,52.75750775831436,12.970164873323434,31.04064076114433,28.996701710987427,53.28056070913214,119.76576994434137,65.66950113378685,113.52922077922078,119.76576994434137,62.8385384456813,143.13765203050917,91.12270665842094,2023.4320281706755,-0.3425405025694808,-1.8671035461815213,1.068,803.27,3790.035,1325.743,7.106
1.0,0.0,0.0012406947890818859,0.004298420439434871,0.10924835059107917,-0.0006203473945409434,0.2871898875334044,0.4998288858699227,0.00028004484848423656,557.5,91.84061968326569,0.8305869913671231,0.8387096774193549,1.0,0.6916873449131513,0.0010734809921801203,6.048059108878957e-11,1.070645530359184e-12,1.7376382714069917e-15,-7.494832202757487e-29,1.3513485712688907e-20,8.973354846150399e-41,124.91870967741927,169.52799999999996,139.71025641025673,171.64000000000001,3.638709677419354,4.831999999999995,3.8923076923076887,4.991999999999997,0.5781241712138141,0.5116726536990094,0.5964735907327589,0.47517264648979035,0.24432114108113615,0.21619744062623295,0.24107337225143424,0.21206288375542498,0.8599376494980486,0.7981148861121145,0.8414242027332967,0.7955665792585784,0.05969281997918843,0.046741333333333523,0.05811637080867858,0.04497066666666689,0.9828204443551158,2198.675698237818,-25.237339496629946,0.05499181669394435,75.29819967266776,1575.5369362023569,7.849318258521194,151.11685761047463,7.849318258521194,124.91870967741927,169.52799999999996,139.71025641025673,171.64000000000001,0.02357320099255583,0.04838709677419355,0.028535980148883373,0.1401985111662531,0.08560794044665013,0.14764267990074442,0.06451612903225806,0.07320099255583126,0.3325062034739454,0.05583126550868486,8.609796549831891,20.68093076043171,61.485443622660696,49.44698778528496,96.62791050785751,61.485443622660696,26.748363828845175,12.085507573795033,23.828657374878333,14.040942928039703,34.84615384615385,104.12903225806451,83.83746898263027,163.72084367245657,104.12903225806451,45.18362282878412,148.40322580645162,87.63523573200993,464.6286966855284,-1.0683442876667184,-0.8026058248607462,1.052,458.779,388.056,46.072,1.778
1.0,0.0,0.0002273243919072517,0.0010207141232698726,0.05316328677825737,0.0,0.2898502320650839,0.4998329763666923,2.2460463773082615e-05,2497.5,222.89444243907928,0.6317087329114915,1.5660377358490567,1.0,0.567742668788361,-0.00047934435062444087,2.5626463006135878e-06,3.1065989169232526e-08,2.7442868392574383e-10,8.012846950416857e-19,4.3931277966117745e-13,1.925929944387236e-33,101.66405890474017,102.06848030018776,128.47497683039862,195.64212007504722,2.723884031293137,3.179643527204501,3.1501390176088995,4.558161350844276,0.6452707865676145,0.5704685355175325,0.6237804364381232,0.5617671149900142,0.39878861233345925,0.3924562842246288,0.3956708602800873,0.38157445987085997,0.9568206251917472,0.9566111803421145,0.9455869073028756,0.9166870948528053,0.15903235732684604,0.1540219350274026,0.15655542967478436,0.14559906842573853,0.9156012597806313,1455.9407642258573,-6.740436649850855,0.0995346131471786,83.27504363001745,4566.775427208684,7.6566573758461525,131.80732984293195,7.6566573758461525,101.66405890474017,102.06848030018776,128.47497683039862,195.64212007504722,0.01818595135258013,0.049329393043873605,0.02796090020459195,0.07865423959990907,0.07592634689702205,0.10252330075017049,0.06365082973403047,0.04751079790861559,0.4771538986133212,0.059104341895885426,15.47218456840256,34.48371930169932,83.66139646691184,54.774983187696854,102.9328528250721,83.66139646691184,41.54749164213868,12.180395781955474,28.286819144383013,18.090475107979085,41.126847010684244,100.20754716981132,65.66196862923391,123.27369856785633,100.20754716981132,49.65674016822005,142.51602636962946,94.10866105933167,1182.1759901103812,-0.33816219941539194,-1.8508631436181493,0.332,2893.014,3722.334,29.935,1.347
